,File ID,English_name,Quality,Time,Date,X,Y,year,type,month,time2,TOD,hour
1189,216382,Orange Pine Plover,B,13:30,3/10/2015,64,49.0,2015,song,3,14:00,Day,14
1190,192728,Orange Pine Plover,B,9:44,4/12/2014,124,72.0,2014,other,4,10:00,Morning,10
1191,180289,Orange Pine Plover,B,9:30,2/24/2014,58,54.0,2014,call,2,10:00,Morning,10
1192,175788,Orange Pine Plover,B,14:30,4/18/2014,60,33.0,2014,call,4,15:00,Day,15
1193,174398,Orange Pine Plover,B,8:47,3/16/2014,120,73.0,2014,song,3,9:00,Morning,9
1194,170060,Orange Pine Plover,B,9:39,3/16/2014,59,42.0,2014,call,3,10:00,Morning,10
1195,169265,Orange Pine Plover,B,9:56,3/4/2014,135,54.0,2014,call,3,10:00,Morning,10
1196,169186,Orange Pine Plover,B,16:00,3/8/2014,59,46.0,2014,call,3,16:00,Day,16
1197,168056,Orange Pine Plover,B,8:00,12/28/2008,65,43.0,2008,call,12,8:00,Morning,8
1198,168055,Orange Pine Plover,B,8:00,4/27/2009,128,63.0,2009,song,4,8:00,Morning,8
1199,168054,Orange Pine Plover,B,9:30,6/24/2007,90,64.0,2007,call,6,10:00,Morning,10
1200,168053,Orange Pine Plover,B,9:00,1/5/2008,119,67.0,2008,call,1,9:00,Morning,9
1201,168051,Orange Pine Plover,B,9:00,3/9/2009,123,84.0,2009,other,3,9:00,Morning,9
1202,168047,Orange Pine Plover,B,9:00,3/6/2010,57,42.0,2010,song,3,9:00,Morning,9
1203,168045,Orange Pine Plover,B,7:00,4/1/2012,126,78.0,2012,other,4,7:00,Morning,7
1204,168041,Orange Pine Plover,B,8:30,4/26/2007,123,70.0,2007,song,4,9:00,Morning,9
1205,168037,Orange Pine Plover,B,8:30,2/1/2014,60,40.0,2014,song,2,9:00,Morning,9
1206,168014,Orange Pine Plover,B,8:30,3/31/2007,118,93.0,2007,call,3,9:00,Morning,9
1207,168013,Orange Pine Plover,B,7:30,4/26/2007,91,60.0,2007,call,4,8:00,Morning,8
1208,168012,Orange Pine Plover,B,7:30,2/8/2009,52,148.0,2009,call,2,8:00,Morning,8
1209,168011,Orange Pine Plover,B,7:30,3/12/2012,69,49.0,2012,other,3,8:00,Morning,8
1210,168010,Orange Pine Plover,B,7:30,2/16/2013,45,56.0,2013,other,2,8:00,Morning,8
1211,168009,Orange Pine Plover,B,7:30,2/16/2013,122,69.0,2013,song,2,8:00,Morning,8
1212,168008,Orange Pine Plover,B,7:30,2/16/2013,44,54.0,2013,song,2,8:00,Morning,8
1213,168007,Orange Pine Plover,B,7:30,3/25/2012,51,149.0,2012,song,3,8:00,Morning,8
1214,168006,Orange Pine Plover,B,8:00,5/11/2009,115,70.0,2009,song,5,8:00,Morning,8
1215,163254,Orange Pine Plover,B,6:30,6/2/2013,55,49.0,2013,song,6,7:00,Morning,7
1216,145940,Orange Pine Plover,B,8:04,8/1/2013,77,37.0,2013,other,8,8:00,Morning,8
1217,143797,Orange Pine Plover,B,7:53,7/7/2013,128,68.0,2013,song,7,8:00,Morning,8
1218,141164,Orange Pine Plover,B,11:00,4/12/2013,119,73.0,2013,call,4,11:00,Day,11
1219,138583,Orange Pine Plover,B,10:45,6/16/2013,39,31.0,2013,song,6,11:00,Day,11
1220,137054,Orange Pine Plover,B,6:30,6/4/2013,60,49.0,2013,other,6,7:00,Morning,7
1221,135702,Orange Pine Plover,B,18:30,5/20/2013,129,75.0,2013,call,5,19:00,Evening,19
1222,131068,Orange Pine Plover,B,11:00,4/12/2012,129,86.0,2012,song,4,11:00,Day,11
1223,131036,Orange Pine Plover,B,13:00,4/13/2013,116,46.0,2013,call,4,13:00,Day,13
1225,101903,Orange Pine Plover,B,8:10,5/16/2012,71,108.0,2012,song,5,8:00,Morning,8
1226,100238,Orange Pine Plover,B,12:30pm,5/2/2012,84,58.0,2012,song,5,1:00,Night,1
1227,89187,Orange Pine Plover,B,9:30am,10/5/2011,65,34.0,2011,call,10,10:00,Morning,10
1228,87749,Orange Pine Plover,B,8:00am,9/28/2011,69,51.0,2011,call,9,8:00,Morning,8
1230,77286,Orange Pine Plover,B,11:30am,5/1/2011,122,81.0,2011,song,5,12:00,Day,12
1231,70950,Orange Pine Plover,B,11:20am,1/30/2011,70,49.0,2011,call,1,11:00,Day,11
1232,70949,Orange Pine Plover,B,11:15am,1/30/2011,110,78.0,2011,call,1,11:00,Day,11
1234,54456,Orange Pine Plover,B,7:15am,5/12/2010,59,33.0,2010,song,5,7:00,Morning,7
1237,29512,Orange Pine Plover,B,6:00,6/20/2008,64,150.0,2008,song,6,6:00,Morning,6
1241,15187,Orange Pine Plover,B,18:04,5/11/2007,88,50.0,2007,song,5,18:00,Evening,18
1242,15185,Orange Pine Plover,B,5:37,5/6/2007,108,81.0,2007,song,5,6:00,Morning,6
1243,405512,Orange Pine Plover,C,15:30,1/23/2018,61,40.0,2018,call,1,16:00,Day,16
1244,391437,Orange Pine Plover,C,10:30,10/19/2017,65,58.0,2017,call,10,11:00,Day,11
1245,388705,Orange Pine Plover,C,8:30,2/13/2016,54,17.0,2016,call,2,9:00,Morning,9
1246,327787,Orange Pine Plover,C,9:00,7/11/2016,61,41.0,2016,call,7,9:00,Morning,9
1247,321528,Orange Pine Plover,C,6:51,5/25/2016,48,28.0,2016,call,5,7:00,Morning,7
1248,308403,Orange Pine Plover,C,10:30,3/22/2016,119,77.0,2016,call,3,11:00,Day,11
1249,305160,Orange Pine Plover,C,10:00,2/28/2016,132,66.0,2016,song,2,10:00,Morning,10
1250,304166,Orange Pine Plover,C,8:30,2/20/2016,55,34.0,2016,call,2,9:00,Morning,9
1251,287365,Orange Pine Plover,C,13:00,10/22/2015,120,87.0,2015,call,10,13:00,Day,13
1252,254693,Orange Pine Plover,C,9:00,5/20/2015,128,80.0,2015,call,5,9:00,Morning,9
1253,254692,Orange Pine Plover,C,12:00,5/22/2015,63,44.0,2015,song,5,12:00,Day,12
1254,243409,Orange Pine Plover,C,9:00,5/13/2015,62,42.0,2015,song,5,9:00,Morning,9
1255,239649,Orange Pine Plover,C,14:00,5/2/2015,62,43.0,2015,song,5,14:00,Day,14
1256,234173,Orange Pine Plover,C,17:45,4/3/2015,53,158.0,2015,call,4,18:00,Evening,18
1257,233743,Orange Pine Plover,C,13:20,3/31/2015,65,51.0,2015,other,3,13:00,Day,13
1258,186455,Orange Pine Plover,C,12:30,7/10/2014,116,95.0,2014,call,7,13:00,Day,13
1259,184189,Orange Pine Plover,C,12:30,5/13/2012,64,38.0,2012,song,5,13:00,Day,13
1260,163250,Orange Pine Plover,C,16:40,1/21/2013,67,35.0,2013,call,1,17:00,Day,17
1261,163249,Orange Pine Plover,C,10:00,12/26/2012,105,77.0,2012,call,12,10:00,Morning,10
1262,163245,Orange Pine Plover,C,10:30,5/20/2012,124,78.0,2012,song,5,11:00,Day,11
1263,163236,Orange Pine Plover,C,11:00,4/23/2012,147,106.0,2012,song,4,11:00,Day,11
1264,145939,Orange Pine Plover,C,8:29,8/9/2013,121,69.0,2013,call,8,8:00,Morning,8
1265,138489,Orange Pine Plover,C,7:15,6/15/2013,128,64.0,2013,song,6,7:00,Morning,7
1266,138137,Orange Pine Plover,C,18:00,6/9/2013,70,32.0,2013,call,6,18:00,Evening,18
1267,137541,Orange Pine Plover,C,6:10,6/6/2013,125,80.0,2013,song,6,6:00,Morning,6
1268,97240,Orange Pine Plover,C,10:30,3/22/2012,48,55.0,2012,call,3,11:00,Day,11
1269,76984,Orange Pine Plover,C,16:15,4/22/2011,119,73.0,2011,call,4,16:00,Day,16
1270,58467,Orange Pine Plover,C,11:30am,7/18/2010,127,64.0,2010,other,7,12:00,Day,12
1274,349426,Orange Pine Plover,D,10:00,1/7/2017,131,78.0,2017,call,1,10:00,Morning,10
1275,313674,Orange Pine Plover,D,10:18,4/22/2016,55,38.0,2016,song,4,10:00,Morning,10
1276,236500,Orange Pine Plover,D,10:30,4/18/2015,120,77.0,2015,other,4,11:00,Day,11
1277,163252,Orange Pine Plover,D,9:00,4/16/2013,110,69.0,2013,other,4,9:00,Morning,9
1278,163235,Orange Pine Plover,D,13:00,7/14/2010,63,41.0,2010,call,7,13:00,Day,13
1279,141477,Orange Pine Plover,D,9:00,4/8/2013,94,49.0,2013,call,4,9:00,Morning,9
1281,163246,Orange Pine Plover,E,12:30,10/12/2012,67,54.0,2012,call,10,13:00,Day,13
1282,362231,Ordinary Snape,no score,8:00,3/30/2017,137,112.0,2017,song,3,8:00,Morning,8
1283,354703,Ordinary Snape,no score,9:47,5/6/2016,150,112.0,2016,song,5,10:00,Morning,10
1284,327947,Ordinary Snape,no score,11:45,7/19/2016,136,105.0,2016,call,7,12:00,Day,12
1285,325438,Ordinary Snape,no score,4:45,5/14/2016,158,125.0,2016,song,5,5:00,Morning,5
1286,373404,Ordinary Snape,A,5:30,5/31/2015,137,113.0,2015,call,5,6:00,Morning,6
1287,357950,Ordinary Snape,A,9:27,2/15/2017,150,113.0,2017,call,2,9:00,Morning,9
1288,322862,Ordinary Snape,A,8:00,6/1/2016,136,106.0,2016,call,6,8:00,Morning,8
1289,322861,Ordinary Snape,A,8:00,6/1/2016,158,126.0,2016,other,6,8:00,Morning,8
1290,322845,Ordinary Snape,A,7:00,6/1/2016,137,119.0,2016,song,6,7:00,Morning,7
1291,320475,Ordinary Snape,A,5:31,6/5/2016,124,107.0,2016,call,6,6:00,Morning,6
1292,313481,Ordinary Snape,A,7:58,4/23/2016,131,113.0,2016,song,4,8:00,Morning,8
1293,299635,Ordinary Snape,A,7:39,5/23/2015,130,111.0,2015,call,5,8:00,Morning,8
1294,236558,Ordinary Snape,A,7:39,4/18/2015,146,115.0,2015,song,4,8:00,Morning,8
1295,230435,Ordinary Snape,A,7:00,3/20/1998,131,133.0,1998,call,3,7:00,Morning,7
1296,230434,Ordinary Snape,A,7:00,3/20/1998,139,123.0,1998,call,3,7:00,Morning,7
1297,188419,Ordinary Snape,A,19:58,6/13/2014,138,123.0,2014,call,6,20:00,Evening,20
1298,185117,Ordinary Snape,A,5:12,6/8/2014,142,109.0,2014,call,6,5:00,Morning,5
1299,184629,Ordinary Snape,A,4:30,5/10/2014,139,111.0,2014,song,5,5:00,Morning,5
1300,179722,Ordinary Snape,A,5:01,5/24/2014,134,110.0,2014,call,5,5:00,Morning,5
1301,163175,Ordinary Snape,A,12:01,5/18/2011,154,125.0,2011,song,5,12:00,Day,12
1302,163174,Ordinary Snape,A,7:04,5/18/2012,134,125.0,2012,song,5,7:00,Morning,7
1303,163173,Ordinary Snape,A,7:04,5/18/2012,143,107.0,2012,call,5,7:00,Morning,7
1304,163170,Ordinary Snape,A,7:55,5/25/2012,130,109.0,2012,song,5,8:00,Morning,8
1305,163169,Ordinary Snape,A,7:04,5/18/2012,149,113.0,2012,call,5,7:00,Morning,7
1306,142484,Ordinary Snape,A,9:30,7/13/2013,142,119.0,2013,call,7,10:00,Morning,10
1307,134156,Ordinary Snape,A,6:14,5/19/2013,144,109.0,2013,call,5,6:00,Morning,6
1308,132146,Ordinary Snape,A,9:00,4/13/2013,96,165.0,2013,song,4,9:00,Morning,9
1309,131961,Ordinary Snape,A,9:10,4/27/2013,146,112.0,2013,other,4,9:00,Morning,9
1310,13846,Ordinary Snape,A,10:05,6/23/2007,144,112.0,2007,call,6,10:00,Morning,10
1311,393737,Ordinary Snape,B,8:12,6/24/2017,154,129.0,2017,song,6,8:00,Morning,8
1312,388170,Ordinary Snape,B,8:20,5/20/2017,141,112.0,2017,call,5,8:00,Morning,8
1313,364517,Ordinary Snape,B,8:30,4/15/2017,134,114.0,2017,call,4,9:00,Morning,9
1314,362080,Ordinary Snape,B,12:49,2/3/2017,146,107.0,2017,call,2,13:00,Day,13
1315,357949,Ordinary Snape,B,9:25,2/15/2017,143,122.0,2017,call,2,9:00,Morning,9
1317,325928,Ordinary Snape,B,10:30,6/11/2016,141,108.0,2016,call,6,11:00,Day,11
1318,323053,Ordinary Snape,B,10:00,6/9/2016,141,115.0,2016,song,6,10:00,Morning,10
1319,323052,Ordinary Snape,B,10:00,6/9/2016,127,100.0,2016,call,6,10:00,Morning,10
1320,323025,Ordinary Snape,B,16:00,6/8/2016,149,111.0,2016,call,6,16:00,Day,16
1321,323023,Ordinary Snape,B,16:00,6/8/2016,129,93.0,2016,call,6,16:00,Day,16
1322,322820,Ordinary Snape,B,16:00,5/31/2016,142,111.0,2016,call,5,16:00,Day,16
1323,315286,Ordinary Snape,B,12:30,5/5/2016,139,114.0,2016,call,5,13:00,Day,13
1324,313909,Ordinary Snape,B,11:00,4/16/2016,144,131.0,2016,call,4,11:00,Day,11
1325,312721,Ordinary Snape,B,10:49,4/16/2016,142,108.0,2016,call,4,11:00,Day,11
1326,302963,Ordinary Snape,B,18:00,6/6/2014,147,121.0,2014,call,6,18:00,Evening,18
1327,302960,Ordinary Snape,B,18:00,6/6/2014,131,114.0,2014,call,6,18:00,Evening,18
1328,256197,Ordinary Snape,B,6:43,7/4/2015,136,110.0,2015,call,7,7:00,Morning,7
1329,205913,Ordinary Snape,B,15:45,6/1/2014,133,127.0,2014,song,6,16:00,Day,16
1330,194295,Ordinary Snape,B,6:52,6/24/2014,138,110.0,2014,call,6,7:00,Morning,7
1331,193146,Ordinary Snape,B,5:58,6/22/2014,142,111.0,2014,other,6,6:00,Morning,6
1332,193050,Ordinary Snape,B,7:07,7/13/2014,142,113.0,2014,call,7,7:00,Morning,7
1333,192726,Ordinary Snape,B,8:35,4/22/2014,141,111.0,2014,call,4,9:00,Morning,9
1334,183362,Ordinary Snape,B,6:00,6/21/2014,142,114.0,2014,call,6,6:00,Morning,6
1335,176986,Ordinary Snape,B,15:56,5/1/2014,140,119.0,2014,song,5,16:00,Day,16
1336,172791,Ordinary Snape,B,10:30,4/7/2014,140,111.0,2014,song,4,11:00,Day,11
1337,163176,Ordinary Snape,B,12:03,5/18/2011,142,112.0,2011,song,5,12:00,Day,12
1338,163172,Ordinary Snape,B,8:51,3/4/2012,141,126.0,2012,call,3,9:00,Morning,9
1339,160606,Ordinary Snape,B,4:25,5/28/2013,142,113.0,2013,song,5,4:00,Night,4
1340,160520,Ordinary Snape,B,6:42,5/21/2013,142,113.0,2013,song,5,7:00,Morning,7
1341,160301,Ordinary Snape,B,7:23,5/4/2013,124,98.0,2013,call,5,7:00,Morning,7
1342,158950,Ordinary Snape,B,9:15,7/7/2012,145,110.0,2012,call,7,9:00,Morning,9
1343,137602,Ordinary Snape,B,12:00,5/6/2013,140,113.0,2013,call,5,12:00,Day,12
1346,107461,Ordinary Snape,B,7:23,6/14/2012,137,113.0,2012,call,6,7:00,Morning,7
1347,101362,Ordinary Snape,B,11:40am,5/16/2012,135,112.0,2012,song,5,12:00,Day,12
1348,99549,Ordinary Snape,B,7:49,4/15/2012,134,108.0,2012,song,4,8:00,Morning,8
1349,65937,Ordinary Snape,B,8:00,7/4/2010,150,127.0,2010,call,7,8:00,Morning,8
1350,65820,Ordinary Snape,B,4:03,5/24/2010,135,116.0,2010,song,5,4:00,Night,4
1351,65819,Ordinary Snape,B,4:22,5/24/2010,125,95.0,2010,song,5,4:00,Night,4
1352,54455,Ordinary Snape,B,7:30am,5/15/2008,114,109.0,2008,song,5,8:00,Morning,8
1353,33004,Ordinary Snape,B,9:00,4/18/2009,136,115.0,2009,call,4,9:00,Morning,9
1355,371289,Ordinary Snape,C,7:00,5/21/2017,137,104.0,2017,call,5,7:00,Morning,7
1356,368519,Ordinary Snape,C,6:30,4/13/2017,136,109.0,2017,call,4,7:00,Morning,7
1357,357947,Ordinary Snape,C,9:23,2/15/2017,145,122.0,2017,call,2,9:00,Morning,9
1358,320032,Ordinary Snape,C,7:14,5/30/2016,128,91.0,2016,song,5,7:00,Morning,7
1359,236696,Ordinary Snape,C,10:30,4/19/2015,136,135.0,2015,song,4,11:00,Day,11
1360,212619,Ordinary Snape,C,8:49,8/9/2013,134,110.0,2013,other,8,9:00,Morning,9
1361,160431,Ordinary Snape,C,8:17,5/16/2013,134,101.0,2013,song,5,8:00,Morning,8
1362,160345,Ordinary Snape,C,18:38,5/5/2013,145,134.0,2013,call,5,19:00,Evening,19
1363,129778,Ordinary Snape,C,7:35,4/14/2013,129,108.0,2013,call,4,8:00,Morning,8
1364,81094,Ordinary Snape,C,6:30am,6/8/2011,124,110.0,2011,call,6,7:00,Morning,7
1366,268813,Ordinary Snape,D,16:35,8/15/2015,127,118.0,2015,call,8,17:00,Day,17
1367,253209,Ordinary Snape,D,18:15,6/17/2015,139,106.0,2015,call,6,18:00,Evening,18
1368,157341,Ordinary Snape,D,5:00,5/18/2013,142,110.0,2013,song,5,5:00,Morning,5
1369,157277,Ordinary Snape,D,16:45,6/24/2010,138,107.0,2010,call,6,17:00,Day,17
1370,153181,Ordinary Snape,D,5:00,6/21/2013,144,113.0,2013,call,6,5:00,Morning,5
1371,132735,Ordinary Snape,D,17:32,5/6/2013,132,102.0,2013,song,5,18:00,Evening,18
1372,215698,Ordinary Snape,E,6:30,4/20/2013,133,124.0,2013,call,4,7:00,Morning,7
1373,175270,Ordinary Snape,E,8:30,4/19/2014,121,119.0,2014,call,4,9:00,Morning,9
1374,132736,Ordinary Snape,E,17:31,5/6/2013,122,119.0,2013,song,5,18:00,Evening,18
1375,387638,Pinkfinch,no score,14:19,7/23/2017,61,41.0,2017,call,7,14:00,Day,14
1376,387637,Pinkfinch,no score,14:18,7/23/2017,30,114.0,2017,call,7,14:00,Day,14
1377,387636,Pinkfinch,no score,14:14,7/23/2017,83,91.0,2017,call,7,14:00,Day,14
1378,387635,Pinkfinch,no score,11:46,7/23/2017,141,73.0,2017,call,7,12:00,Day,12
1379,379662,Pinkfinch,no score,11:04,6/16/2016,77,94.0,2016,call,6,11:00,Day,11
1380,379661,Pinkfinch,no score,11:00,6/16/2016,82,54.0,2016,call,6,11:00,Day,11
1381,379660,Pinkfinch,no score,11:00,6/16/2016,73,80.0,2016,call,6,11:00,Day,11
1382,360986,Pinkfinch,no score,10:01,1/18/2017,81,53.0,2017,call,1,10:00,Morning,10
1384,325526,Pinkfinch,A,8:30,7/3/2016,57,164.0,2016,call,7,9:00,Morning,9
1385,325525,Pinkfinch,A,8:30,7/3/2016,64,47.0,2016,call,7,9:00,Morning,9
1386,312800,Pinkfinch,A,8:15,4/17/2016,81,53.0,2016,call,4,8:00,Morning,8
1387,302918,Pinkfinch,A,10:05,4/16/2005,63,92.0,2005,call,4,10:00,Morning,10
1388,211063,Pinkfinch,A,6:38,11/8/2014,80,48.0,2014,call,11,7:00,Morning,7
1389,189061,Pinkfinch,A,18:21,6/15/2014,67,146.0,2014,call,6,18:00,Evening,18
1390,175237,Pinkfinch,A,8:58,4/18/2014,74,82.0,2014,other,4,9:00,Morning,9
1391,166116,Pinkfinch,A,10:08,2/3/2014,56,147.0,2014,call,2,10:00,Morning,10
1392,164765,Pinkfinch,A,10:31,1/15/2014,83,58.0,2014,call,1,11:00,Day,11
1393,141847,Pinkfinch,A,19:23,6/30/2013,83,54.0,2013,call,6,19:00,Evening,19
1394,137670,Pinkfinch,A,11:40,6/7/2013,55,33.0,2013,other,6,12:00,Day,12
1395,132875,Pinkfinch,A,11:49,5/6/2013,59,42.0,2013,other,5,12:00,Day,12
1396,132867,Pinkfinch,A,6:53,5/6/2013,62,44.0,2013,call,5,7:00,Morning,7
1397,57935,Pinkfinch,A,8:00,6/7/2010,76,51.0,2010,other,6,8:00,Morning,8
1399,47290,Pinkfinch,A,10:45,4/18/2010,62,164.0,2010,call,4,11:00,Day,11
1400,47289,Pinkfinch,A,10:45,4/18/2010,71,38.0,2010,other,4,11:00,Day,11
1401,21100,Pinkfinch,A,7:00,6/22/2008,81,62.0,2008,call,6,7:00,Morning,7
1403,406228,Pinkfinch,B,9:19,3/16/2018,140,115.0,2018,call,3,9:00,Morning,9
1404,388169,Pinkfinch,B,10:27,5/20/2017,130,77.0,2017,call,5,10:00,Morning,10
1405,312414,Pinkfinch,B,18:20,4/10/2016,40,111.0,2016,call,4,18:00,Evening,18
1406,301680,Pinkfinch,B,15:15,1/9/2016,79,44.0,2016,other,1,15:00,Day,15
1407,263053,Pinkfinch,B,15:00,10/7/2014,54,39.0,2014,call,10,15:00,Day,15
1408,246093,Pinkfinch,B,6:30,5/22/2015,67,92.0,2015,call,5,7:00,Morning,7
1409,197639,Pinkfinch,B,9:00,2/15/2013,136,110.0,2013,call,2,9:00,Morning,9
1410,190346,Pinkfinch,B,9:02,6/19/2014,57,97.0,2014,call,6,9:00,Morning,9
1411,189290,Pinkfinch,B,6:40,6/16/2014,16,114.0,2014,call,6,7:00,Morning,7
1412,189059,Pinkfinch,B,14:48,6/15/2014,61,74.0,2014,other,6,15:00,Day,15
1413,176389,Pinkfinch,B,17:28,4/26/2014,68,90.0,2014,call,4,17:00,Day,17
1414,160464,Pinkfinch,B,7:20,5/18/2013,69,38.0,2013,call,5,7:00,Morning,7
1415,142743,Pinkfinch,B,19:32,7/12/2013,28,121.0,2013,call,7,20:00,Evening,20
1417,132869,Pinkfinch,B,9:10,5/6/2013,115,70.0,2013,other,5,9:00,Morning,9
1418,101888,Pinkfinch,B,13:30,5/15/2012,51,139.0,2012,call,5,14:00,Day,14
1419,101641,Pinkfinch,B,10:25,5/12/2012,42,23.0,2012,call,5,10:00,Morning,10
1420,90610,Pinkfinch,B,10:30am,11/30/2011,126,139.0,2011,call,11,11:00,Day,11
1421,78062,Pinkfinch,B,6:49,5/16/2011,77,101.0,2011,call,5,7:00,Morning,7
1422,67494,Pinkfinch,B,7:15,1/2/2011,73,94.0,2011,call,1,7:00,Morning,7
1423,54774,Pinkfinch,B,7:30am,12/16/2008,82,44.0,2008,call,12,8:00,Morning,8
1425,406359,Pinkfinch,C,11:30,3/17/2018,124,83.0,2018,call,3,12:00,Day,12
1426,387634,Pinkfinch,C,11:45,7/23/2017,30,109.0,2017,call,7,12:00,Day,12
1427,297560,Pinkfinch,C,13:45,12/29/2015,49,53.0,2015,call,12,14:00,Day,14
1428,245884,Pinkfinch,C,10:02,10/29/2012,120,73.0,2012,call,10,10:00,Morning,10
1429,239859,Pinkfinch,C,18:00,5/4/2015,125,80.0,2015,other,5,18:00,Evening,18
1430,214965,Pinkfinch,C,12:30,2/25/2015,30,121.0,2015,call,2,13:00,Day,13
1431,206197,Pinkfinch,C,5:00,7/2/2014,61,41.0,2014,call,7,5:00,Morning,5
1432,205497,Pinkfinch,C,6:00,6/19/2014,146,103.0,2014,call,6,6:00,Morning,6
1433,189060,Pinkfinch,C,14:45,6/15/2014,122,73.0,2014,other,6,15:00,Day,15
1434,165591,Pinkfinch,C,9:00,1/29/2014,68,89.0,2014,call,1,9:00,Morning,9
1435,160609,Pinkfinch,C,4:29,5/28/2013,120,77.0,2013,call,5,4:00,Night,4
1436,160607,Pinkfinch,C,4:25,5/28/2013,121,99.0,2013,other,5,4:00,Night,4
1437,144484,Pinkfinch,C,6:50,4/27/2013,64,36.0,2013,other,4,7:00,Morning,7
1438,132056,Pinkfinch,C,10:30,12/20/2012,68,96.0,2012,call,12,11:00,Day,11
1439,101889,Pinkfinch,C,13:35,5/15/2012,58,158.0,2012,call,5,14:00,Day,14
1441,286409,Pinkfinch,D,17:00,10/4/2015,18,144.0,2015,call,10,17:00,Day,17
1442,206001,Pinkfinch,D,22:00,6/16/2014,47,32.0,2014,call,6,22:00,Evening,22
1443,205929,Pinkfinch,D,4:00,6/3/2014,151,115.0,2014,call,6,4:00,Night,4
1444,205197,Pinkfinch,D,5:00,6/12/2014,54,151.0,2014,call,6,5:00,Morning,5
1445,160819,Pinkfinch,D,20:57,7/1/2013,60,37.0,2013,call,7,21:00,Evening,21
1446,143637,Pinkfinch,D,7:00,7/9/2013,80,55.0,2013,call,7,7:00,Morning,7
1447,137669,Pinkfinch,D,11:40,6/7/2013,81,55.0,2013,call,6,12:00,Day,12
1448,404127,Purple Tooting Tout,A,14:00,1/25/2018,130,78.0,2018,call,1,14:00,Day,14
1449,375499,Purple Tooting Tout,A,11:30,6/14/2017,62,44.0,2017,song,6,12:00,Day,12
1450,365957,Purple Tooting Tout,A,17:00,1/16/2017,130,79.0,2017,song,1,17:00,Day,17
1451,362569,Purple Tooting Tout,A,8:08,10/26/2016,62,49.0,2016,call,10,8:00,Morning,8
1452,362568,Purple Tooting Tout,A,6:59,12/22/2016,106,30.0,2016,call,12,7:00,Morning,7
1453,362567,Purple Tooting Tout,A,8:08,10/26/2016,127,117.0,2016,song,10,8:00,Morning,8
1454,362563,Purple Tooting Tout,A,6:45,12/21/2016,52,124.0,2016,call,12,7:00,Morning,7
1455,352143,Purple Tooting Tout,A,7:00,1/5/2017,39,115.0,2017,call,1,7:00,Morning,7
1456,338033,Purple Tooting Tout,A,6:30,10/14/2016,171,88.0,2016,call,10,7:00,Morning,7
1457,329336,Purple Tooting Tout,A,13:30,6/1/2016,54,151.0,2016,call,6,14:00,Day,14
1458,327421,Purple Tooting Tout,A,8:00,2/11/2016,66,91.0,2016,call,2,8:00,Morning,8
1459,314557,Purple Tooting Tout,A,7:00,4/27/2016,141,116.0,2016,call,4,7:00,Morning,7
1460,314556,Purple Tooting Tout,A,7:00,4/27/2016,122,75.0,2016,call,4,7:00,Morning,7
1461,215094,Purple Tooting Tout,A,9:00,2/19/2015,123,75.0,2015,call,2,9:00,Morning,9
1462,191578,Purple Tooting Tout,A,5:30,7/23/2014,60,43.0,2014,song,7,6:00,Morning,6
1463,179947,Purple Tooting Tout,A,7:00,5/10/2014,59,89.0,2014,song,5,7:00,Morning,7
1464,163082,Purple Tooting Tout,A,11:00,12/26/1986,89,57.0,1986,call,12,11:00,Day,11
1465,163003,Purple Tooting Tout,A,12:00,11/28/2013,79,94.0,2013,call,11,12:00,Day,12
1466,162951,Purple Tooting Tout,A,12:00,12/10/2013,67,95.0,2013,call,12,12:00,Day,12
1467,157782,Purple Tooting Tout,A,13:33,4/11/2013,64,41.0,2013,call,4,14:00,Day,14
1468,145290,Purple Tooting Tout,A,18:00,7/26/2013,135,126.0,2013,call,7,18:00,Evening,18
1469,116705,Purple Tooting Tout,A,17:30,1/2/2013,31,128.0,2013,call,1,18:00,Evening,18
1470,116704,Purple Tooting Tout,A,17:30,1/2/2013,68,43.0,2013,call,1,18:00,Evening,18
1471,116703,Purple Tooting Tout,A,17:30,1/2/2013,58,36.0,2013,call,1,18:00,Evening,18
1472,116702,Purple Tooting Tout,A,17:30,1/2/2013,70,57.0,2013,call,1,18:00,Evening,18
1473,114776,Purple Tooting Tout,A,11:00,11/14/2012,134,85.0,2012,song,11,11:00,Day,11
1474,114775,Purple Tooting Tout,A,6:30,11/4/2012,62,90.0,2012,song,11,7:00,Morning,7
1475,114774,Purple Tooting Tout,A,6:30,11/4/2012,67,75.0,2012,song,11,7:00,Morning,7
1477,73054,Purple Tooting Tout,A,6:00am,3/1/2011,138,75.0,2011,call,3,6:00,Morning,6
1478,48234,Purple Tooting Tout,A,5:15,4/5/2010,43,101.0,2010,song,4,5:00,Morning,5
1482,373699,Purple Tooting Tout,B,10:49,11/6/2016,126,70.0,2016,song,11,11:00,Day,11
1483,362570,Purple Tooting Tout,B,9:00,6/9/2016,65,170.0,2016,other,6,9:00,Morning,9
1484,347596,Purple Tooting Tout,B,12:00,11/14/2016,124,82.0,2016,call,11,12:00,Day,12
1485,324956,Purple Tooting Tout,B,16:30,5/22/2016,123,64.0,2016,call,5,17:00,Day,17
1486,315812,Purple Tooting Tout,B,8:30,4/13/2016,57,61.0,2016,call,4,9:00,Morning,9
1487,301792,Purple Tooting Tout,B,5:00,1/15/2016,79,96.0,2016,call,1,5:00,Morning,5
1488,204102,Purple Tooting Tout,B,6:30,9/28/2014,54,51.0,2014,song,9,7:00,Morning,7
